mark,model,generation_name,year,mileage,vol_engine,fuel,city,province,price
renault,espace,gen-iv-2003-2014,2004,287000,1998,LPG,Płock,Mazowieckie,11900
volkswagen,polo,gen-vi-2017,2018,75938,999,Gasoline,Bydgoszcz,Kujawsko-pomorskie,57900
renault,scenic,gen-iii-2009-2013,2015,216790,1461,Diesel,Zabrze,Śląskie,30000
skoda,octavia,gen-ii-2004-2013,2007,241500,1968,Diesel,Bielsko-Biała,Śląskie,21099
fiat,tipo,gen-ii-2016,2021,1,1368,LPG,Chorzów,Śląskie,64999
bmw,seria-3,gen-f30-2012,2017,26816,1499,Gasoline,Katowice,Śląskie,72000
peugeot,3008,gen-ii-2016-3008,2022,5,1199,Gasoline,Łódź,Łódzkie,122900
skoda,yeti,,2014,179111,1798,Gasoline,Alwernia,Małopolskie,51900
audi,a4,gen-b7-2004-2007,2007,198274,1781,Gasoline,Semlin,Pomorskie,19999
nissan,juke,gen-i-2010-2019,2015,151000,1598,Gasoline,Grodków,Opolskie,42500
peugeot,207,,2010,233000,1560,Diesel,Rakoniewice,Wielkopolskie,12500
opel,astra,gen-h-2004-2013,2010,348856,1686,Diesel,Płock,Mazowieckie,11685
opel,signum,,2006,287000,1910,Diesel,Piekoszów,Świętokrzyskie,10900
renault,captur,,2015,142300,1461,Diesel,Częstochowa,Śląskie,42900
ford,fiesta,gen-mk7-2008,2012,144729,1242,Gasoline,Warszawa,Mazowieckie,27500
mercedes-benz,cls-klasa,gen-c219-2004-2010,2008,60000,5461,Gasoline,Radomsko,Łódzkie,79900
volkswagen,passat,gen-b7-2010-2014,2014,261820,1390,Gasoline,Kraków,Małopolskie,34900
renault,kadjar,,2021,10,1332,Gasoline,Katowice,Śląskie,93900
opel,zafira,gen-c-2011,2013,227000,1598,Diesel,Dobrzyca,Wielkopolskie,34200
volkswagen,transporter,gen-t6,2018,50630,1968,Diesel,Rokocin,Pomorskie,99900
peugeot,308,,2016,109000,1560,Diesel,Kłodzko,Dolnośląskie,46900
nissan,juke,gen-i-2010-2019,2012,213000,1461,Diesel,Lublin,Lubelskie,28900
opel,meriva,gen-ii-2010,2010,190000,1364,Gasoline,Kraków,Małopolskie,21800
bmw,seria-6,gen-e63-e64-2002-2010,2006,183000,4799,Gasoline,Kielce,Świętokrzyskie,54900
ford,ranger,,2013,160000,2198,Diesel,Zacharzyn,Wielkopolskie,69000
renault,megane,gen-iv-2016,2017,68700,1461,Diesel,Bielsko-Biała,Śląskie,52600
skoda,citigo,,2016,141000,999,Gasoline,Staszów,Świętokrzyskie,21900
bmw,seria-3,gen-e90-2005-2012,2007,198000,1995,Gasoline,Morzyczyn,Zachodniopomorskie,21900
nissan,juke,gen-i-2010-2019,2013,51000,1598,Gasoline,Kępno,Wielkopolskie,39900
mitsubishi,space-star,gen-ii-2012-space-star,2021,19,1193,Gasoline,Warszawa,Mazowieckie,47990
volvo,xc-90,gen-ii-2014-xc-90,2018,152490,1969,Diesel,Gliwice,Śląskie,141900
seat,leon,gen-seat-leon-iv,2020,10231,1498,Gasoline,Gdańsk,Pomorskie,94900
volkswagen,polo,gen-iv-2001-2009,2008,211500,1422,Diesel,Źlinice,Opolskie,13000
bmw,seria-1,gen-e87-2004-2013,2009,134800,1995,Gasoline,Sadków,Dolnośląskie,25249
volkswagen,tiguan,gen-ii-2016-tiguan,2016,110500,2000,Gasoline,Myślenice,Małopolskie,122900
volkswagen,passat,gen-b6-2005-2010,2008,254649,1984,Gasoline,Kętrzyn,Warmińsko-mazurskie,17800
ford,mustang,,2017,78641,4951,Gasoline,Poznań,Wielkopolskie,179800
skoda,citigo,,2019,9574,999,Gasoline,Łódź,Łódzkie,46000
kia,stonic,,2021,5,1200,Gasoline,Olsztyn,Warmińsko-mazurskie,70990
skoda,octavia,gen-iii-2013,2017,178000,1968,Diesel,Wrocław,Dolnośląskie,65800
skoda,citigo,,2017,107240,999,Gasoline,Międzychód,Wielkopolskie,24900
audi,a3,gen-8p-2003-2012,2005,224083,1968,Diesel,Środa Śląska,Dolnośląskie,22900
volkswagen,golf,gen-v-2003-2009,2003,248000,1781,Gasoline,Majdan Sieniawski,Podkarpackie,14900
renault,clio,gen-iii-2005-2012,2008,138000,1149,Gasoline,Oleśnica,Dolnośląskie,11000
opel,corsa,gen-d-2006-2014,2009,42000,1229,Gasoline,Kłodzko,Dolnośląskie,14900
seat,ibiza,gen-iv-2008,2016,119000,1197,Gasoline,Łódź,Łódzkie,28700
opel,antara,,2007,286305,1991,Diesel,Nowy Staw,Pomorskie,24900
renault,clio,gen-iii-2005-2012,2011,114000,1998,Gasoline,Kruszyna,Śląskie,35000
opel,vivaro,,2002,350000,1870,Diesel,Pyrzyce,Zachodniopomorskie,11490
seat,ibiza,gen-v-2017,2021,5,1498,Gasoline,Białystok,Podlaskie,107999
alfa-romeo,159,,2010,143000,1956,Diesel,Uniejów,Łódzkie,23900
peugeot,308,,2016,92000,1997,Diesel,Rawicz,Wielkopolskie,42900
renault,megane,gen-iii-2008-2016,2009,215000,1600,Gasoline,Częstochowa,Śląskie,18999
kia,ceed,gen-ii-2012-ceed,2012,224000,1582,Diesel,Kutno,Łódzkie,11800
volkswagen,california,,2022,5,1968,Diesel,Piaseczno,Mazowieckie,275397
bmw,seria-3,gen-f30-2012,2019,34198,1995,Diesel,Katowice,Śląskie,129900
opel,meriva,gen-i-2002-2010,2007,179065,1364,Gasoline,Rokocin,Pomorskie,10900
audi,a6,gen-c6-2004-2011,2011,370564,2967,Diesel,Bytów,Pomorskie,38000
audi,a4,gen-b8-2007-2015,2010,111000,1798,Gasoline,Wrocław,Dolnośląskie,44900
mazda,6,gen-iii-2012-6,2021,1,2488,Gasoline,Bielsko-Biała,Śląskie,181400
bmw,x3,gen-g01-2017,2021,1,1995,Diesel,Warszawa,Mazowieckie,255899
kia,sportage,gen-iv-2016-sportage,2019,37000,1598,Diesel,Olsztyn,Warmińsko-mazurskie,99900
bmw,seria-3,gen-e46-1998-2007,2003,302000,1796,LPG,Ozimek,Opolskie,4250
mazda,6,gen-iii-2012-6,2014,176521,2191,Diesel,Wrocław,Dolnośląskie,35800
ford,mondeo,gen-mk4-2007-2014,2007,180000,1999,Gasoline,Łysomice,Kujawsko-pomorskie,21900
fiat,grande-punto,,2008,208220,1368,LPG,Gdańsk,Pomorskie,13000
toyota,auris,gen-i-2006-2012-auris,2012,155000,1598,Gasoline,Bychawa,Lubelskie,32990
audi,q5,gen-fy-2017,2022,1,1984,Gasoline,Chorzów,Śląskie,271500
mercedes-benz,b-klasa,gen-w246-2011,2014,77000,1595,Gasoline,Nowe Iganie,Mazowieckie,51000
ford,mondeo,gen-mk5-2014,2018,249000,1498,Gasoline,Olkusz,Małopolskie,56900
opel,vectra,gen-c-2002-2008,2006,347000,1910,Diesel,Racibórz,Śląskie,9000
opel,combo,gen-d-2011,2018,31991,1499,Diesel,Katowice,Śląskie,78501
skoda,scala,,2021,9,999,Gasoline,Konin,Wielkopolskie,102000
nissan,x-trail,gen-iii-2014-x-trail,2018,160000,1618,Gasoline,Warszawa,Mazowieckie,82800
hyundai,ix35,,2012,25600,1591,Gasoline,Wodzisław Śląski,Śląskie,42700
seat,ateca,,2020,31700,1498,Gasoline,Starogard Gdański,Pomorskie,129900
opel,meriva,gen-ii-2010,2011,125000,1400,Gasoline,Łask,Łódzkie,22450
mercedes-benz,c-klasa,gen-w203-2000-2007,2004,322000,2148,Diesel,Kłodzko,Dolnośląskie,11900
volkswagen,caddy,gen-iii-2004,2014,238000,1598,Diesel,Nysa,Opolskie,37900
peugeot,508,,2013,184560,1560,Diesel,Łódź,Łódzkie,33000
bmw,seria-7,gen-e65-66-2001-2008,2003,358000,3600,LPG,Wrocław,Dolnośląskie,16900
renault,scenic,gen-iii-2009-2013,2010,193000,1870,Diesel,Niechanowo,Wielkopolskie,21900
hyundai,i10,gen-i-2008-2013,2009,103400,1248,Gasoline,Piastów,Mazowieckie,8500
skoda,octavia,gen-iii-2013,2019,96500,1598,Diesel,Gliwice,Śląskie,85800
bmw,seria-5,gen-e60-2003-2010,2006,265000,2993,Diesel,Ostrów Mazowiecka,Mazowieckie,33900
audi,a4-allroad,,2015,131100,1968,Diesel,Kielce,Świętokrzyskie,75800
ford,mondeo,gen-mk4-2007-2014,2008,240000,1753,Diesel,Kamieńsk,Łódzkie,19990
volvo,xc-90,gen-ii-2014-xc-90,2016,131000,1969,Diesel,Lublin,Lubelskie,177798
toyota,corolla,gen-seria-e16-2012,2018,40000,1598,Gasoline,Trzebnica,Dolnośląskie,72000
opel,zafira,gen-c-2011,2018,163690,1956,Diesel,Świlcza,Podkarpackie,64900
bmw,3gt,,2018,142420,1998,Gasoline,Gdańsk,Pomorskie,139900
opel,corsa,gen-d-2006-2014,2010,119157,1229,Gasoline,Piaseczno,Mazowieckie,17900
hyundai,tucson,gen-iii-2015-2020,2016,111000,1685,Diesel,Dąbrowa Górnicza,Śląskie,71900
mercedes-benz,e-klasa,gen-w213-2016,2018,23614,2996,Gasoline,Piaseczno,Mazowieckie,269900
seat,leon,gen-ii-2005-2012,2008,206000,1896,Diesel,Legnica,Dolnośląskie,14900
alfa-romeo,giulia,,2021,1,1995,Gasoline,Kraków,Małopolskie,219900
ford,c-max,gen-ii-2010-c-max,2015,92000,1498,Diesel,Wrocław,Dolnośląskie,44500
renault,kangoo,gen-ii-2008-,2012,118000,1598,Gasoline,Częstochowa,Śląskie,27900
renault,captur,,2016,111500,898,LPG,Gliwice,Śląskie,46900
mercedes-benz,s-klasa,gen-w222-2013,2015,177123,2925,Diesel,Zwoleń,Mazowieckie,185900
skoda,octavia,gen-iii-2013,2017,186593,1598,Diesel,Ożarów Mazowiecki,Mazowieckie,56700
hyundai,ix35,,2012,159862,1995,Diesel,Bielany Wrocławskie,Dolnośląskie,50000
volkswagen,passat,gen-b5-1996-2000,2000,386120,2496,Diesel,Ożarów Mazowiecki,Mazowieckie,3500
seat,ibiza,gen-iv-2008,2013,94000,1198,Gasoline,Mikołów,Śląskie,25900
honda,civic,gen-ix-2011,2014,159000,1798,Gasoline,Radom,Mazowieckie,49500
bmw,seria-3,gen-g20-2019,2021,5,1998,Hybrid,Warszawa,Mazowieckie,255500
kia,ceed,gen-ii-2012-ceed,2018,175872,1582,Diesel,Warszawa,Mazowieckie,44900
toyota,verso,,2012,181000,1998,Diesel,Legnica,Dolnośląskie,26600
opel,corsa,gen-c-2000-2006,2002,160563,973,Gasoline,Chojnów,Dolnośląskie,3400
seat,arona,,2018,38500,999,Gasoline,Zielonka,Mazowieckie,75900
audi,q5,gen-8r-2008-2016,2012,280000,1968,Diesel,Jarosław,Podkarpackie,62999
citroen,c3-aircross,,2021,500,1197,Gasoline,Swarzędz,Wielkopolskie,106350
audi,q7,,2021,11650,2967,Diesel,Chorzów,Śląskie,389900
ford,focus,gen-mk2-2004-2011,2008,150000,2000,Gasoline,Żyrardów,Mazowieckie,17500
opel,astra,gen-k-2015,2017,123780,1598,Diesel,Strzelin,Dolnośląskie,44900
fiat,panda,gen-iii-2011-panda,2015,40508,1242,Gasoline,Wałbrzych,Dolnośląskie,32500
renault,scenic,gen-ii-2003-2009-scenic,2003,242000,1598,Gasoline,Katowice,Śląskie,4500
ford,mondeo,gen-mk4-2007-2014,2012,242000,1997,Diesel,Milanówek,Mazowieckie,29800
ford,fusion,,2017,78770,1499,Gasoline,Otwock,Mazowieckie,47400
opel,zafira,gen-c-2011,2012,230000,1956,Diesel,Lublin,Lubelskie,29900
audi,a6-allroad,gen-c7-2012,2014,234000,2995,Gasoline,Bieruń,Śląskie,99000
peugeot,2008,,2021,10,0,Electric,Poznań,Wielkopolskie,146250
ford,mondeo,gen-mk5-2014,2018,162283,1498,Diesel,Poznań,Wielkopolskie,64800
alfa-romeo,giulietta,,2014,164949,1368,Gasoline,Warszawa,Mazowieckie,33900
honda,civic,gen-viii-2006-2011,2010,93664,1799,Gasoline,Poznań,Wielkopolskie,33900
ford,c-max,gen-ii-2010-c-max,2013,142283,998,Gasoline,Zgierz,Łódzkie,32800
kia,sportage,gen-iv-2016-sportage,2016,86557,1685,Diesel,Rudno,Małopolskie,75900
opel,insignia,gen-a-2008-2017,2013,122000,1956,Diesel,Jelenia Góra,Dolnośląskie,46000
toyota,aygo,gen-i-2005-2014,2009,240000,998,Gasoline,Łódź,Łódzkie,8999
renault,twingo,gen-ii-2007-2014-twingo,2010,214000,1461,Diesel,Zabrzeg,Śląskie,11000
honda,cr-v,gen-iii-2006-2012,2007,274000,1997,Gasoline,Łódź,Łódzkie,28000
skoda,octavia,gen-ii-2004-2013,2005,235000,1984,Gasoline,Włocławek,Kujawsko-pomorskie,15499
nissan,qashqai,gen-ii-2013,2014,110270,1197,Gasoline,Warszawa,Mazowieckie,50500
audi,a4,gen-b7-2004-2007,2007,223000,2967,Diesel,Ostrów Mazowiecka,Mazowieckie,25900
peugeot,308,,2015,97700,1560,Diesel,Stary Sącz,Małopolskie,36900
mercedes-benz,cla-klasa,,2017,56000,1595,Gasoline,Warszawa,Mazowieckie,106900
skoda,fabia,gen-i-1999-2008,2006,135000,1198,Gasoline,Warszawa,Mazowieckie,10000
opel,zafira,gen-a-1999-2005,2003,260000,1998,Gasoline,Kutno,Łódzkie,8900
volkswagen,golf,gen-viii-2020,2021,1,1498,Gasoline,Chorzów,Śląskie,99899
fiat,tipo,gen-ii-2016,2016,179654,1598,Gasoline,Toruń,Kujawsko-pomorskie,41111
nissan,qashqai,gen-i-2007-2013,2010,180000,1997,Gasoline,Kielce,Świętokrzyskie,37900
citroen,c5,gen-iii-2008,2011,273609,1560,Diesel,Chełmek,Małopolskie,21000
skoda,karoq,,2021,5,1498,Gasoline,Kraków,Małopolskie,137100
bmw,seria-5,gen-g30-2017,2018,76000,1995,Diesel,Szczecin,Zachodniopomorskie,132900
volkswagen,sharan,gen-ii-2010-sharan,2021,5,1395,Gasoline,Piaseczno,Mazowieckie,202700
peugeot,5008,gen-i-2009-2017,2009,177500,1997,Diesel,Białogard,Zachodniopomorskie,19500
opel,insignia,gen-b-2017,2017,105102,1598,Diesel,Złotniki,Wielkopolskie,64900
volkswagen,passat,gen-b5-fl-2000-2005,2005,268000,1896,Diesel,Mogilno,Kujawsko-pomorskie,6200
volkswagen,golf,gen-vii-2012,2014,186000,1598,Diesel,Wągrowiec,Wielkopolskie,32900
bmw,m5,,2021,20,4395,Gasoline,Mikołów,Śląskie,784100
kia,ceed,gen-iii-2018,2021,7,1482,Gasoline,Bydgoszcz,Kujawsko-pomorskie,90598
opel,zafira,gen-b-2005-2011,2010,169000,1796,Gasoline,Płock,Mazowieckie,19500
honda,cr-v,gen-iv-2012-cr-v,2017,63200,1997,Gasoline,Piaseczno,Mazowieckie,89900
renault,scenic,gen-iii-2009-2013,2011,167131,1397,Gasoline,Zaręby Kościelne,Mazowieckie,26900
audi,a6,gen-c8-2018,2021,10000,1968,Diesel,Rydułtowy,Śląskie,248900
mercedes-benz,c-klasa,gen-w205-2014,2016,151000,1598,Diesel,Wyszków,Mazowieckie,81000
mercedes-benz,a-klasa,gen-w169-2004-2012,2005,89300,1991,Diesel,Gliwice,Śląskie,11900
bmw,seria-1,gen-f20-2011,2014,108500,1598,Diesel,Toruń,Kujawsko-pomorskie,42500
renault,megane,gen-iv-2016,2020,46407,1461,Diesel,Będzin,Śląskie,81900
audi,sq5,,2018,56000,3000,Gasoline,Gostynin,Mazowieckie,220000
audi,a7,gen-c7-2011-2018,2011,87900,2967,Diesel,Gniezno,Wielkopolskie,99000
mitsubishi,colt,gen-z30-2004-2012,2006,178600,1124,Gasoline,Suwałki,Podlaskie,7300
renault,grand-scenic,gen-ii-2003-2009-grand-scenic,2005,194000,1870,Diesel,Michałowice,Małopolskie,7900
bmw,seria-5,gen-g30-2017,2021,1,1995,Diesel,Warszawa,Mazowieckie,239499
audi,a6,gen-c6-2004-2011,2006,202000,2698,Diesel,Turek,Wielkopolskie,18888
mercedes-benz,s-klasa,gen-w222-2013,2020,40000,2925,Diesel,Jaracz,Wielkopolskie,499000
opel,corsa,gen-e-2014,2017,15716,1398,Gasoline,Nysa,Opolskie,38000
toyota,auris,gen-i-2006-2012-auris,2007,94100,1398,Gasoline,Nowy Dwór Mazowiecki,Mazowieckie,15400
ford,edge,,2020,8600,1997,Diesel,Poznań,Wielkopolskie,175000
opel,astra,gen-j-2009-2015,2010,173000,1686,Diesel,Kwidzyn,Pomorskie,22500
bmw,3gt,,2013,183200,1995,Diesel,Tomaszów Lubelski,Lubelskie,65900
audi,a5,gen-f5-2016,2017,108500,2000,Gasoline,Wrocław,Dolnośląskie,176900
audi,a3,gen-8p-2003-2012,2008,205000,1896,Diesel,Wierzbica,Mazowieckie,22900
mercedes-benz,c-klasa,gen-w203-2000-2007,2005,240000,1796,Gasoline,Oleśnica,Dolnośląskie,14500
seat,altea,,2005,195741,1968,Diesel,Wrocław,Dolnośląskie,13500
mini,cooper,,2002,186000,1598,Gasoline,Zamość,Lubelskie,9900
volkswagen,new-beetle,,2014,82000,2000,Diesel,Gdańsk,Pomorskie,48900
ford,galaxy,gen-mk2-2006-2015,2007,260000,1997,Diesel,Cieszyn,Śląskie,14500
ford,fiesta,gen-mk7-2008,2011,162000,1399,Diesel,Kurzętnik,Warmińsko-mazurskie,13500
renault,twingo,gen-ii-2007-2014-twingo,2009,44000,1149,Gasoline,Bytom,Śląskie,8900
skoda,superb,gen-i-2001-2008,2007,336000,2496,Diesel,Chełm,Lubelskie,14500
opel,vectra,gen-c-2002-2008,2002,271000,1796,LPG,Tarczyn,Mazowieckie,7900
honda,accord,gen-vi-1998-2002,2003,191117,1850,Gasoline,Kwidzyn,Pomorskie,7200
toyota,corolla,gen-e21-2019,2020,1813,1598,Gasoline,Kraków,Małopolskie,86400
nissan,note,gen-i-2005-2013,2009,76885,1386,Gasoline,Rojów,Wielkopolskie,17500
ford,mondeo,gen-mk4-2007-2014,2008,272850,1999,Gasoline,Ostrowiec Świętokrzyski,Świętokrzyskie,19900
peugeot,208,,2018,38400,1199,Gasoline,Lublin,Lubelskie,36900
bmw,seria-5,gen-g30-2017,2021,1,1995,Diesel,Poznań,Wielkopolskie,321085
hyundai,i30,gen-i-2007-2012,2010,93164,1591,Gasoline,Zabrze,Śląskie,27000
peugeot,partner,gen-ii-2008-partner,2018,116803,1560,Diesel,Warszawa,Mazowieckie,59799
bmw,x3,gen-e83-2003-2010,2007,190000,1995,Diesel,Zamość,Lubelskie,28900
bmw,seria-5,gen-g30-2017,2018,83000,2993,Diesel,Węgrzce,Małopolskie,337000
renault,laguna,gen-iii-2007,2014,72000,1997,Gasoline,Ponikiew Duża,Mazowieckie,41999
ford,focus-c-max,,2005,200000,1798,Gasoline,Niewiarów,Małopolskie,8990
ford,focus,gen-mk3-2010,2016,85000,1499,Diesel,Warszawa,Mazowieckie,43900
skoda,kamiq,,2021,1,1498,Gasoline,Chorzów,Śląskie,106850
hyundai,i30,gen-i-2007-2012,2011,102000,1396,Gasoline,Jarocin,Wielkopolskie,20900
opel,insignia,gen-a-2008-2017,2011,127000,1798,Gasoline,Łęczyca,Łódzkie,33900
opel,zafira,gen-b-2005-2011,2006,233100,1796,Gasoline,Kraków,Małopolskie,12900
volkswagen,golf,gen-vii-2012,2017,185500,1395,Gasoline,Michałowice,Mazowieckie,52988
opel,antara,,2007,122000,1991,Diesel,Oświęcim,Małopolskie,25900
ford,mondeo,gen-mk4-2007-2014,2010,191000,1997,Diesel,Wrocław,Dolnośląskie,30000
bmw,seria-1,gen-f40-2019,2021,6,1499,Gasoline,Kraków,Małopolskie,132200
opel,insignia,gen-a-2008-2017,2009,228000,1956,Diesel,Wieniawa,Mazowieckie,25900
kia,sorento,gen-ii-2009-2015,2014,155000,2199,Diesel,Lniska,Pomorskie,57900
toyota,aygo,gen-i-2005-2014,2005,163000,998,Gasoline,Warszawa,Mazowieckie,14299
nissan,micra,gen-k12-2003-2010,2009,152744,1240,Gasoline,Wrocław,Dolnośląskie,13000
renault,megane,gen-iii-2008-2016,2009,139000,1598,Gasoline,Poznań,Wielkopolskie,21000
seat,ibiza,gen-iv-2008,2014,117000,1390,Gasoline,Szczecin,Zachodniopomorskie,25900
skoda,fabia,gen-ii-2007,2012,61571,1198,Gasoline,Łaskarzew,Mazowieckie,23900
skoda,citigo,,2017,166588,999,LPG,Opalenica,Wielkopolskie,29900
audi,a6,gen-c7-2011,2011,243000,2967,Diesel,Gdańsk,Pomorskie,57500
mercedes-benz,e-klasa,gen-w213-2016,2020,24200,1950,Diesel,Straszyn,Pomorskie,259900
skoda,karoq,,2021,1,1498,Gasoline,Wrocław,Dolnośląskie,145242
audi,a3,gen-8p-2003-2012,2009,81466,1390,Gasoline,Łódź,Łódzkie,31000
chevrolet,cruze,,2011,203605,1991,Diesel,Włocławek,Kujawsko-pomorskie,21900
audi,q8,,2021,7490,2995,Gasoline,Janki,Mazowieckie,349700
mazda,6,gen-ii-2007-2013-6,2011,245000,2184,Diesel,Świecie,Kujawsko-pomorskie,24500
hyundai,i10,gen-ii-2013-i10,2020,650,998,Gasoline,Głuchołazy,Opolskie,38500
skoda,citigo,,2019,25300,999,Gasoline,Bielsko-Biała,Śląskie,39900
renault,megane,gen-iv-2016,2021,5,1798,Gasoline,Warszawa,Mazowieckie,202900
toyota,yaris,gen-iv-2020,2020,9700,998,Gasoline,Józefów,Mazowieckie,53900
mazda,cx-5,,2018,138170,2488,Gasoline,Słupsk,Pomorskie,82000
ford,mustang-mach-e,,2021,1,0,Electric,Opole,Opolskie,277770
kia,sportage,gen-iii-2010-2015,2011,108000,1591,Gasoline,Żyrardów,Mazowieckie,46990
nissan,juke,gen-i-2010-2019,2013,92500,1598,Gasoline,Krosno,Podkarpackie,40600
toyota,avensis,gen-ii-2003-2009,2005,271600,1995,Diesel,Jamielnik,Warmińsko-mazurskie,10800
bmw,seria-2,,2015,129000,1995,Diesel,Bolesławiec,Dolnośląskie,99999
opel,astra,gen-j-2009-2015,2011,127000,1398,Gasoline,Kielce,Świętokrzyskie,28900
toyota,yaris,gen-ii-2005-2011,2009,148256,1329,Gasoline,Ruda Maleniecka,Świętokrzyskie,18400
volvo,xc-90,gen-ii-2014-xc-90,2021,10,1969,Hybrid,Płock,Mazowieckie,489500
hyundai,i30,gen-ii-2012-i30,2013,111300,1396,Gasoline,Stary Sącz,Małopolskie,27900
fiat,panda,gen-ii-2003-2012,2010,203548,1108,LPG,Piotrków Trybunalski,Łódzkie,10455
renault,laguna,gen-iii-2007,2012,222000,1995,Diesel,Włocławek,Kujawsko-pomorskie,26900
bmw,x7,,2021,12772,2998,Gasoline,Warszawa,Mazowieckie,489900
ford,mondeo,gen-mk4-2007-2014,2014,168750,1999,Gasoline,Bełchatów,Łódzkie,32100
volvo,s60,gen-ii-2010-s60,2015,197000,1560,Diesel,Lublin,Lubelskie,53900
volkswagen,tiguan,gen-ii-2016-tiguan,2022,5,1495,Gasoline,Gdańsk,Pomorskie,140000
audi,a6,gen-c7-2011,2012,230070,2967,Diesel,Kocmyrzów,Małopolskie,69900
toyota,avensis,gen-iii-2009,2009,202000,1798,Gasoline,Kraków,Małopolskie,29900
chevrolet,cruze,,2012,106174,1362,Gasoline,Żywiec,Śląskie,28900
volkswagen,polo,gen-iii-1994-2001,1999,482666,1716,Diesel,Wrocław,Dolnośląskie,2900
bmw,seria-3,gen-g20-2019,2021,5,1998,Gasoline,Częstochowa,Śląskie,223800
audi,a3,gen-8v-2012,2014,211273,1968,Diesel,Wieliczka,Małopolskie,47900
renault,scenic,gen-iii-2009-2013,2011,102000,1397,Gasoline,Zduńska Wola,Łódzkie,28900
skoda,fabia,gen-i-1999-2008,2002,168880,1397,Gasoline,Przysucha,Mazowieckie,4900
opel,insignia,gen-b-2017,2019,35211,1956,Diesel,Warszawa,Mazowieckie,99900
honda,hr-v,gen-ii-2015-hr-v,2022,1,1498,Hybrid,Warszawa,Mazowieckie,154900
volvo,xc-90,gen-ii-2014-xc-90,2018,35000,1969,Gasoline,Garbatka-Letnisko,Mazowieckie,148500
renault,clio,gen-iv-2012-clio,2013,154861,1461,Diesel,Lipnik,Zachodniopomorskie,27900
volkswagen,golf,gen-vi-2008-2013,2010,219000,1598,Diesel,Śrem,Wielkopolskie,22890
alfa-romeo,giulietta,,2016,81300,1742,Gasoline,Sochaczew,Mazowieckie,74999
volvo,v50,,2006,270000,1997,Diesel,Kutno,Łódzkie,11500
audi,a3,gen-8p-2003-2012,2008,122200,1390,Gasoline,Szczecin,Zachodniopomorskie,25900
volkswagen,golf,gen-v-2003-2009,2005,197686,1390,Gasoline,Gogolin,Opolskie,15950
volvo,xc-90,gen-ii-2014-xc-90,2019,50366,1969,Gasoline,Olsztyn,Warmińsko-mazurskie,297600
volkswagen,passat,gen-b8-2014,2017,280000,1968,Diesel,Białogard,Zachodniopomorskie,63999
hyundai,santa-fe,gen-iii-2012-santa-fe,2017,71000,2351,Gasoline,Bochnia,Małopolskie,79000
bmw,seria-1,gen-e87-2004-2013,2010,207000,1995,Diesel,Ryki,Lubelskie,21999
hyundai,i30,gen-i-2007-2012,2008,275000,1582,Diesel,Konin,Wielkopolskie,11400
peugeot,508,,2019,95849,1997,Diesel,Inowrocław,Kujawsko-pomorskie,119900
volkswagen,passat,gen-b5-fl-2000-2005,2005,229000,1595,Gasoline,Włocławek,Kujawsko-pomorskie,11900
renault,fluence,,2010,210000,1461,Diesel,Wrocław,Dolnośląskie,18000
bmw,seria-3,gen-e90-2005-2012,2006,222500,2497,Gasoline,Olkusz,Małopolskie,20700
ford,mondeo,gen-mk5-2014,2015,189999,2000,Diesel,Kościerzyna-Wybudowanie,Pomorskie,53999
hyundai,i30,gen-i-2007-2012,2011,205000,1396,Gasoline,Słupsk,Pomorskie,18990
skoda,octavia,gen-iii-2013,2019,17500,1498,Gasoline,Pisz,Warmińsko-mazurskie,95000
bmw,seria-3,gen-f30-2012,2014,303000,1997,Diesel,Pruszcz Gdański,Pomorskie,52900
volkswagen,t-cross,,2021,5,999,Gasoline,Katowice,Śląskie,100930
ford,c-max,gen-ii-2010-c-max,2012,203000,998,Gasoline,Haczów,Podkarpackie,27400
hyundai,tucson,gen-ii-2015,2022,10,1600,Gasoline,Kraków,Małopolskie,137100
audi,q7,,2021,11551,2995,Hybrid,Gdynia,Pomorskie,479900
toyota,yaris,gen-ii-2005-2011,2008,122126,1298,Gasoline,Świdnica,Dolnośląskie,18800
mercedes-benz,c-klasa,gen-w204-2007-2014,2014,106000,2143,Diesel,Wrocław,Dolnośląskie,71900
opel,combo,gen-e-2018,2018,119297,1499,Diesel,Mikołów,Śląskie,68500
mercedes-benz,citan,,2015,244339,1461,Diesel,Słupsk,Pomorskie,33780
volkswagen,passat,gen-b7-2010-2014,2013,149000,1390,Gasoline,Turośl,Podlaskie,29200
bmw,seria-3,gen-e90-2005-2012,2012,152190,1995,Gasoline,Rzeszów,Podkarpackie,34900
audi,a4,gen-b9-2015,2017,75000,1984,Gasoline,Siemiatycze,Podlaskie,104900
volkswagen,golf,gen-iv-1997-2006,2004,211918,1598,Gasoline,Sokołów Podlaski,Mazowieckie,9900
ford,kuga,gen-ii-2012-kuga,2018,87000,1498,Gasoline,Goczałkowice-Zdrój,Śląskie,69900
citroen,c4-picasso,gen-ii-2013-c4-picasso,2015,127245,1997,Diesel,Janki,Mazowieckie,58900
peugeot,308,,2018,175000,1560,Diesel,Zawiercie,Śląskie,48900
skoda,octavia,gen-ii-2004-2013,2012,226000,1598,Diesel,Jarosław,Podkarpackie,22500
mazda,6,gen-i-2002-2008,2002,273000,1798,LPG,Nowy Sącz,Małopolskie,8000
renault,megane,gen-iv-2016,2019,22600,1332,Gasoline,Wołów,Dolnośląskie,59900
